"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
261,"云南普原春普洱茶庄","天通苑东三区利康虹桥天都茶城一通道81号","13466616979","","http://api.map.baidu.com/place/detail?uid=48eb00588fc815b42fe67b3b&output=html&source=placeapi_v2","4","","",""
262,"吴裕泰茶庄","北京市顺义区双兴南区49号楼","010-69425897","购物;商铺","http://api.map.baidu.com/place/detail?uid=9ee392b87519753cbbbd63d0&output=html&source=placeapi_v2","5","","3",""
263,"宏印德茶庄","徐尹路与西北环路交叉口东100米","(010)89569593","购物;商铺","http://api.map.baidu.com/place/detail?uid=e67dba632e4c376386420e46&output=html&source=placeapi_v2","5","","5",""
264,"云利香茶庄","五百合商业楼3-2","13051423332","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8aabb5b67f9453b6140a91f&output=html&source=placeapi_v2","3","","",""
265,"宏裕茶庄","牛街东里二区2号楼底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=14076deea7fbedf402294fed&output=html&source=placeapi_v2","5","","",""
266,"永泉泰茶庄","北京通州区怡乐北街(近翠屏西路)","(010)56229077","购物;商铺","http://api.map.baidu.com/place/detail?uid=7001ecb65dbff2c6acee7a3e&output=html&source=placeapi_v2","24","","5",""
267,"信和茶庄","槐房路同兴园小区东门对过","","购物;商铺","http://api.map.baidu.com/place/detail?uid=596fca59a61eedbd26e0a0cb&output=html&source=placeapi_v2","2","","2",""
268,"吴裕泰茶庄","清苑路水岸庄园1010号楼","(010)84203158","购物;商铺","http://api.map.baidu.com/place/detail?uid=aec8b686d12d94a582288aab&output=html&source=placeapi_v2","18","","4",""
269,"北京宁波源茶庄玛尔斯健身茶怀柔代理","怀柔镇南关村南大街16-6号","","运动健身;健身中心","http://api.map.baidu.com/place/detail?uid=fb82be59815857a4fd0eb079&output=html&source=placeapi_v2","3","","",""
270,"吴裕泰茶庄","房山北大街与青年北路交叉口西50米","(010)61375319","购物;商铺","http://api.map.baidu.com/place/detail?uid=8a100d3d186e5f4ebca24021&output=html&source=placeapi_v2","2","","",""
271,"古月佳茗茶庄","十里河大方国际茶城3层","(010)87152495","美食;茶座","http://api.map.baidu.com/place/detail?uid=0dddb61adb702cca9868b4dc&output=html&source=placeapi_v2","1","","",""
272,"子君茶庄","近郊金乡嘉园3-5号2层","","美食;茶座","http://api.map.baidu.com/place/detail?uid=6b306fd26d63b663eb56fa7d&output=html&source=placeapi_v2","4","","3",""
273,"京华茶庄","劲松七区703-2","(010)67700969","购物;商铺","http://api.map.baidu.com/place/detail?uid=c8e8f633b248766caa0dd882&output=html&source=placeapi_v2","5","","",""
274,"聚义阁茶楼","行宫街29-7","","美食;茶座","http://api.map.baidu.com/place/detail?uid=0e6f94cfad3754b23010afa2&output=html&source=placeapi_v2","3","","",""
275,"天福茶庄","北京市朝阳区北苑路新城市广场（北科创业大厦西）B1层","","购物","http://api.map.baidu.com/place/detail?uid=c7b151622045eb789d82ea2e&output=html&source=placeapi_v2","1","","",""
276,"吴裕泰茶庄","朝阳区小红门鸿博家园一期B区8号楼4单元底商吴裕泰茶庄","(010)67683671","购物;商铺","http://api.map.baidu.com/place/detail?uid=420951e854661f71bda240fa&output=html&source=placeapi_v2","3","","",""
277,"觅香园茶庄","北京通州区梁上路","13716771270","购物;商铺","http://api.map.baidu.com/place/detail?uid=33e54be5385f7026be4842cb&output=html&source=placeapi_v2","1","","",""
278,"俊和泰茶庄","东城区西花市大街80-1号","(010)67150189","购物;商铺","http://api.map.baidu.com/place/detail?uid=341c35de8ad9f4a7e60738c8&output=html&source=placeapi_v2","19","","3.7",""
279,"北京鹏宇泽兴茶庄","顺密路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=6c683df15446d7e4471a3259&output=html&source=placeapi_v2","2","","5",""
280,"正志轩茶庄","幸福东街丙19-6号","13811719875","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=6107b64fb37e2c84cd04ef0f&output=html&source=placeapi_v2","5","","5",""
281,"圣贤佰合茶庄","近郊于家园一区1号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=6960afdc7c69217fabf0cdf7&output=html&source=placeapi_v2","8","","",""
282,"云博茶庄","平房华泰医院南门","","购物","http://api.map.baidu.com/place/detail?uid=4ba995b412e11cff740269bb&output=html&source=placeapi_v2","5","","",""
283,"吴裕泰茶庄","北京市朝阳区双桥中路东一时区万豪购物广场一层8009号","(010)65451391","购物;商铺","http://api.map.baidu.com/place/detail?uid=c03a6e92d3d757e1f503b8e1&output=html&source=placeapi_v2","13","","5",""
284,"逸和茶楼","北京海淀区海淀区清河桥西强佑新城4号楼3层(北京京北医药路西)","(010)53631535","美食;茶座","http://api.map.baidu.com/place/detail?uid=9fcf88fab2b06b6ded74f8e4&output=html&source=placeapi_v2","25","","",""
285,"颐茗园茶庄俏百特进口红酒专卖","北京市大兴区","","购物","http://api.map.baidu.com/place/detail?uid=f52d5830c9cc46dc42d63ea1&output=html&source=placeapi_v2","3","","",""
286,"品品茗韵茶庄","八里庄北里124号楼105号（近美廉美超市）","15210717875","购物;商铺","http://api.map.baidu.com/place/detail?uid=5b406733f3a318f4c61b7553&output=html&source=placeapi_v2","16","","5",""
287,"王美玉茶庄","市场南街附近","(010)87494566,(010)81835196","购物","http://api.map.baidu.com/place/detail?uid=5fdbcb652a3f26802fb17ef5&output=html&source=placeapi_v2","2","","",""
288,"一品茶庄(石园北一社区南)","石园北区一居30-10号(石园北一社区南)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=d8936344f8d9d60c6cc02c55&output=html&source=placeapi_v2","3","","",""
289,"无芯仙茶庄(六佰本望京明显苑西北)","广顺北大街19号F2层","","美食;茶座","http://api.map.baidu.com/place/detail?uid=cce0e8cd22db89d9a5da3943&output=html&source=placeapi_v2","3","","",""
290,"缘艺茶庄","王四营桥东新东郊商城东门美食街底商","","美食;茶座","http://api.map.baidu.com/place/detail?uid=e6dd24ae4235d9b621026277&output=html&source=placeapi_v2","5","","5",""
291,"福德厚茶庄(紫竹院南路)","增光路45号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=4edf9fbff1bd1094cc06a456&output=html&source=placeapi_v2","6","","",""
292,"茶庄","北京市顺义区","","美食;茶座","http://api.map.baidu.com/place/detail?uid=245fd52624f4344c46e2742c&output=html&source=placeapi_v2","1","","",""
293,"蓝眉山茶庄","京华茶城146号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=29fd0b0774997b73a1a9342f&output=html&source=placeapi_v2","5","","",""
294,"天地春茶庄","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=91afb2ef8d324daa9222e055&output=html&source=placeapi_v2","4","","0",""
295,"吴裕泰茶庄","丰台区南苑路25号中国电信南侧","(010)67037673","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5060feff4d5e88b471a3222&output=html&source=placeapi_v2","2","","",""
296,"芳菲苑精品茶茶庄","万寿路28号汇海银星商场(万寿路)1层","18600624606,(010)88618783","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=718644e71533a5a648fc8d7c&output=html&source=placeapi_v2","10","","",""
297,"穆伊德茶庄(马营)","张家湾","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e56bf5e306247b440782c21a&output=html&source=placeapi_v2","3","","",""
298,"翠湖轩茶庄","北京海淀区上庄镇上庄路(近全家福)","","美食;茶座","http://api.map.baidu.com/place/detail?uid=94f48368a21716a248cc4afc&output=html&source=placeapi_v2","4","","",""
299,"德盛轩茶庄","北京市昌平区南环里24号","13810277098","购物;商铺","http://api.map.baidu.com/place/detail?uid=ae9a3b25e01d6c3c1f5800cf&output=html&source=placeapi_v2","1","","",""
300,"兰星茶庄","宾阳北里2-4","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5b25f446c28ff4eb10293508&output=html&source=placeapi_v2","9","","",""
301,"毕氏香苑茶楼","田村路43号京粮广场北段3层","13911192509,(010)52126099","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=04c32fe76fc1d068ca291528&output=html&source=placeapi_v2","1","","",""
302,"吴记茶庄","大洋路市场调料厅精品房茶叶8号","","购物","http://api.map.baidu.com/place/detail?uid=8a71acc11aa0101d36b06cc4&output=html&source=placeapi_v2","8","","",""
303,"福春来茶庄","延庆区东顺城街","13241573953","购物;超市","http://api.map.baidu.com/place/detail?uid=8eb48fa1d9f931d8f22d83a1&output=html&source=placeapi_v2","1","","5",""
304,"香品源茶庄","昌平区鼓楼西楼12号楼23号","13311512116,18911596861","购物;商铺","http://api.map.baidu.com/place/detail?uid=e68223c7f489c916f4e73be1&output=html&source=placeapi_v2",0,"","",""
305,"鑫日清苑茶庄","十八店乡周家庄330号","13811910813","购物;商铺","http://api.map.baidu.com/place/detail?uid=e66e5f550288dd17b1077d81&output=html&source=placeapi_v2","6","","",""
306,"龙裔嘉祺茶楼","安德里北街24号院2号楼","(010)84123357","美食;茶座","http://api.map.baidu.com/place/detail?uid=fd007c5e7b581075a9f729a5&output=html&source=placeapi_v2","5","","5",""
307,"金瓯盛源茶业(闽北永欣茶庄双桥店)","管庄双桥路12号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e9fb67d8020c3738210220e5&output=html&source=placeapi_v2","4","","0",""
308,"璟福源茶庄(黄鹅路)","黄鹅路和河西路的交叉口附近","18611149791","购物;商铺","http://api.map.baidu.com/place/detail?uid=ddd840b72d17059d6cc02ce5&output=html&source=placeapi_v2","4","","",""
309,"北京静逸清舍茶庄","北京近郊延庆县恒安小区28-17号","13552661993","美食;茶座","http://api.map.baidu.com/place/detail?uid=316edc465c15cbf640ab9a11&output=html&source=placeapi_v2","1","","",""
310,"瓷铭缘茶楼","爱玛裕文玩交易广场内","(010)88787318","美食;茶座","http://api.map.baidu.com/place/detail?uid=e6b5cf71c0ae3082704b8705&output=html&source=placeapi_v2","1","","",""
311,"艺海轩茶楼","房山区房山翠柳西街","(010)60341099","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=3f9337d6f36d8bb0f62310b6&output=html&source=placeapi_v2","1","","",""
312,"吴裕泰茶庄","名佳花园四区1号楼","(010)81772288","购物;商铺","http://api.map.baidu.com/place/detail?uid=92b806d2887183fe79b55c14&output=html&source=placeapi_v2","4","","",""
313,"茗圣炉茶楼","近郊青春路甲56号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=ef773a0f27c7b73422022071&output=html&source=placeapi_v2","8","","4",""
314,"琛山园茶庄","西城区京闽茶城B1楼18号(近马连道茶城)","(010)63315781","美食;茶座","http://api.map.baidu.com/place/detail?uid=ec5173df7d4ed6eae9f853db&output=html&source=placeapi_v2","1","","",""
315,"源香茶庄","上庄镇南一街与上庄镇西一路交叉口西北100米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=e66074ee2403f09c223bf2cd&output=html&source=placeapi_v2","1","","1",""
316,"钰龙阁茶庄","延庆区格兰山水小区临3-9号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c70a2d0ea87f9fd0dbd8917f&output=html&source=placeapi_v2","4","","5",""
317,"金澜茶楼","青塔西路50附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=5a73731959f882e2157643db&output=html&source=placeapi_v2","6","","",""
318,"佳韵茶庄","首经贸中街附近","","","",,"","",""
319,"缙阳阁茶楼","近郊拱辰街48号","","美食;茶座","http://api.map.baidu.com/place/detail?uid=391edf8e5e82726ea7c75649&output=html&source=placeapi_v2","8","","",""
320,"溢香茶庄","北京大兴区西直河村路","(010)87334877","购物;商铺","http://api.map.baidu.com/place/detail?uid=b8d4dfdf0e322c0f7069d3ef&output=html&source=placeapi_v2","1","","5",""
321,"金玉茶庄","北京八里桥批发市场附近","(010)80575611,(010)86486769,15010765178","购物;商铺","http://api.map.baidu.com/place/detail?uid=83bbd1ce7d77aa36fa42b243&output=html&source=placeapi_v2","1","","",""
322,"北京孟宪宗茶庄","北京市海淀区田村路什坊院43号","","购物","http://api.map.baidu.com/place/detail?uid=ab996141bf5cd76f87330401&output=html&source=placeapi_v2","4","","",""
323,"杭州千岛湖介中茶庄","韩村河镇赵各庄村","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9e1d8b41302f40846140a9a3&output=html&source=placeapi_v2","2","","",""
324,"杯杯香茶庄","北京八里桥批发市场附近","13717735513","购物;商铺","http://api.map.baidu.com/place/detail?uid=3f3aef9869d76f130e3dda1e&output=html&source=placeapi_v2","2","","",""
325,"三福茶庄","东方太阳城内东方太阳城嘉宾国际酒店","","美食;茶座","http://api.map.baidu.com/place/detail?uid=5851a348b13dc4c103ff2d20&output=html&source=placeapi_v2","1","","",""
326,"益民茶庄(金地嘉苑南)","觅子店市场路(金地嘉苑南)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f52643be7153aa196cc02c5a&output=html&source=placeapi_v2","1","","",""
327,"福美香茶庄","北京市怀柔区迎宾北路9号楼","13552770157","购物;商铺","http://api.map.baidu.com/place/detail?uid=c392f22bd64c404f0bf5ebaf&output=html&source=placeapi_v2","8","","",""
328,"建萍利源茶庄","向阳南街4号","13501370778","购物;商铺","http://api.map.baidu.com/place/detail?uid=63f505912cc9872a4bcc4a37&output=html&source=placeapi_v2","5","","",""
329,"仙人和茶庄","北京市大兴区","","购物;商铺","http://api.map.baidu.com/place/detail?uid=8dd01b9a0a681cc64557264d&output=html&source=placeapi_v2","1","","",""
330,"裕春茶庄","华威西里44","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7994c8ae79eb5b755b1093c0&output=html&source=placeapi_v2","6","","",""
331,"福茗堂茶庄","王府井大街301新燕莎金街购物广场B2层MB230","","购物;商铺","http://api.map.baidu.com/place/detail?uid=60aabb211e78ae444afc8df2&output=html&source=placeapi_v2","1","","",""
332,"茶庄东润店","东风南路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f149d5fb107f048194ec843b&output=html&source=placeapi_v2","4","","",""
333,"永泰福茶庄","玉桥中路41号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=b0e488e561a274e2aecb66f7&output=html&source=placeapi_v2","5","","",""
334,"碧玉茶庄","长沟大街附近","","购物","http://api.map.baidu.com/place/detail?uid=39d2bce3d6e6dce57c29bdc0&output=html&source=placeapi_v2","1","","",""
335,"碧雅香茶楼","开放路24号附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=fd4549115f8dd7f3c5effb3c&output=html&source=placeapi_v2","4","","",""
336,"天茗茶庄","昌平区太海路联通对面","15910354728","购物;商铺","http://api.map.baidu.com/place/detail?uid=5f41ed1dd50fd8f040afe629&output=html&source=placeapi_v2","4","","",""
337,"顺心茶庄","北京近郊前半壁街","","购物;商铺","http://api.map.baidu.com/place/detail?uid=768ffbbf9d30440fc9c3db7c&output=html&source=placeapi_v2","7","","",""
338,"龙泰达茶庄","丰台区西罗园路临19号","(010)67239864","购物;商铺","http://api.map.baidu.com/place/detail?uid=274761436e3086936268581a&output=html&source=placeapi_v2","16","","5",""
339,"盛嘉腾宇休闲茶庄","富乐大街5号楼-5单元-101号","(010)60663980","购物;商铺","http://api.map.baidu.com/place/detail?uid=d9021f7c99be5dca8605bfb2&output=html&source=placeapi_v2","6","","",""
340,"百顺茶庄","新中街50-6附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=1f8cd7e46041b1d52fb908bc&output=html&source=placeapi_v2","3","","",""
341,"京峰茶庄(滨河街)","滨河街3号附近","13121860089","购物;商铺","http://api.map.baidu.com/place/detail?uid=c5bedf6c603f32deb9df8ffa&output=html&source=placeapi_v2","3","","",""
342,"民玉成祥茶庄","安定镇田园适家商业2号楼","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a214a859ff2ebff1c809f0bb&output=html&source=placeapi_v2","1","","0",""
343,"小李子茶莊","房山区月华大街义飞百货西侧10米","18610362863","购物","http://api.map.baidu.com/place/detail?uid=15e21d58f5d2ad14bb17e7a3&output=html&source=placeapi_v2","1","","",""
344,"圣回味茶庄","仓上小区戊19号","13611056056","购物;商铺","http://api.map.baidu.com/place/detail?uid=f274eb16bed534b9c8213d84&output=html&source=placeapi_v2","12","","5",""
345,"翠屏万众香茶庄通州分店","通州区翠屏北里西区南门底商21号","13910744866,(010)81527559","购物;商铺","http://api.map.baidu.com/place/detail?uid=41cf251eb003c9a22cb96dd5&output=html&source=placeapi_v2","19","","5",""
346,"山景轩茶庄","景山东街6号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=4bb049d915e59447990050c7&output=html&source=placeapi_v2","5","","4.5",""
347,"永旺春茶庄","通胡路附近","13716069321","购物;商铺","http://api.map.baidu.com/place/detail?uid=213aabe6459901f831f71dca&output=html&source=placeapi_v2","3","","",""
348,"大茗堂茶庄","金台园56-5号","(010)62568298","购物;商铺","http://api.map.baidu.com/place/detail?uid=beabdbf48fa5b3817169d3ad&output=html&source=placeapi_v2","4","","",""
349,"吴裕泰茶庄","兴寿镇兴寿村587号(桂林医院北)","010-61727026","购物;商铺","http://api.map.baidu.com/place/detail?uid=d146b3889b65a5de74026908&output=html&source=placeapi_v2","7","","",""
350,"宏力茶庄","木北路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=5aa663dffcd9d912095cb31c&output=html&source=placeapi_v2","2","","",""
351,"裕宏茶庄","兴房大街55-34号","13552180713","购物;商铺","http://api.map.baidu.com/place/detail?uid=797589f9229cc7c688fc0628&output=html&source=placeapi_v2","3","","",""
352,"北京景顺茶庄","仁和镇石门市场主楼126-127号","13911251742,13683264026","购物;商铺","http://api.map.baidu.com/place/detail?uid=9aaee52af322dff4a0acc469&output=html&source=placeapi_v2","8","","4",""
353,"拱辰茶庄","拱辰大街49号科豪商厦","","购物;商铺","http://api.map.baidu.com/place/detail?uid=43fc54a467979dc0c62ba145&output=html&source=placeapi_v2","7","","3",""
354,"国华茶庄","拱辰南大街10-4号","13901305378","购物;商铺","http://api.map.baidu.com/place/detail?uid=277013adf91baab85d0d022e&output=html&source=placeapi_v2","5","","",""
355,"绿源宝茶庄","迎宾中路12-1号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=14d192047b0c7a4ef23cba04&output=html&source=placeapi_v2","8","","",""
356,"万众香茶庄","北京市通州区翠屏北里西区南门底商21号","","购物","http://api.map.baidu.com/place/detail?uid=7a0a10cf1f13ba310869d93b&output=html&source=placeapi_v2","3","","5",""
357,"藏风得水茶楼(学院路店)","北京市海淀区学院路甲9号62号楼(中国矿业大学东门旁)","(010)62311038","美食;茶座","http://api.map.baidu.com/place/detail?uid=53349ee341ac4d77230262e7&output=html&source=placeapi_v2","11","","2.7",""
358,"滴水缘休闲茶庄","南环东路关键自然疗法附近","","美食;茶座","http://api.map.baidu.com/place/detail?uid=11b9bcffb1798e5996f08c80&output=html&source=placeapi_v2","1","","",""
359,"有缘茶庄","东南路附近","(010)60912106","美食;茶座","http://api.map.baidu.com/place/detail?uid=a9996727bb75c1d204fef54f&output=html&source=placeapi_v2","1","","",""
360,"泰阅阁茶楼","果园西路甲14-17附近","(010)89035488","美食;中餐厅","http://api.map.baidu.com/place/detail?uid=94ebba8af5dcd8f53110af86&output=html&source=placeapi_v2","3","","",""
361,"鸿艺香园茶庄","北京市密云县阳光街","15601117041","美食;茶座","http://api.map.baidu.com/place/detail?uid=0c928097221e5491283a9f30&output=html&source=placeapi_v2","2","","",""
362,"茗源合茶庄(3店)","月华大街15号(苏庄桥北侧30米)","","购物","http://api.map.baidu.com/place/detail?uid=81597a09bd93318351e5c50d&output=html&source=placeapi_v2","5","","",""
363,"锦裕泓翔茶莊","北京市海淀区西翠路17号院16号楼2单元102室","18611198055","美食;茶座","http://api.map.baidu.com/place/detail?uid=0c656521bfb4e2f2c5effbd7&output=html&source=placeapi_v2","13","","",""
364,"福兴德茶庄东高地店","万源路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=49a27606e727b4d9077ce873&output=html&source=placeapi_v2","8","","",""
365,"西贯市春莉茶庄","北京昌平区温南路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=7fd72311575681e25cbe865b&output=html&source=placeapi_v2","6","","",""
366,"长阳茶庄","阳城环路17号附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=2d76b5d81b6e7ed9afee7a29&output=html&source=placeapi_v2","4","","",""
367,"品源茶庄","北京市昌平区","13552319633","购物;商铺","http://api.map.baidu.com/place/detail?uid=d2a896d31c90e3746f3e1b77&output=html&source=placeapi_v2","2","","",""
368,"天地春园茶庄","北京近郊高白路","13716263851","购物;商铺","http://api.map.baidu.com/place/detail?uid=75fd21003b64cb996e4760ba&output=html&source=placeapi_v2","15","","",""
369,"长2茶楼","林翠东路2号院","(010)84374669","美食;茶座","http://api.map.baidu.com/place/detail?uid=cdeca1b623f3ac99018972db&output=html&source=placeapi_v2","1","","",""
370,"博文茶庄","229省道附近","","购物;超市","http://api.map.baidu.com/place/detail?uid=f4118d30f6b8c7f83ce23190&output=html&source=placeapi_v2","1","","",""
371,"明望兴茶庄","八里桥金三角路附近","(010)60513024","购物;商铺","http://api.map.baidu.com/place/detail?uid=56e573589da55d0c6cc02c5f&output=html&source=placeapi_v2","2","","",""
372,"玖号茶庄","人民街与前西路交叉口北150米","","购物;商铺","http://api.map.baidu.com/place/detail?uid=76caf511ad97a1dffa42b20f&output=html&source=placeapi_v2","2","","",""
373,"天香茶庄","宏城花园6号","13436889968","购物;商铺","http://api.map.baidu.com/place/detail?uid=e61e148c65a31b00d8131898&output=html&source=placeapi_v2","1","","",""
374,"好屹壶茶庄","近郊密云清真寺北侧","13716185079","美食;茶座","http://api.map.baidu.com/place/detail?uid=4dc2eee423772aae9e9d68de&output=html&source=placeapi_v2","3","","",""
375,"碧龙泉茶庄","北京市昌平区南环东路","","购物;商铺","http://api.map.baidu.com/place/detail?uid=237644006ca01f27dbeced72&output=html&source=placeapi_v2","2","","",""
376,"康安茶庄","密云县其他鼓楼东大街16-7号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd146d0863c419c9d6896&output=html&source=placeapi_v2","6","","",""
377,"福源茶庄","北京市西城区地安门外大街烟袋斜街63号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=a7c56ee02e8b40aaa3acc40d&output=html&source=placeapi_v2","5","","3",""
378,"如意茶庄(金地嘉苑南)","永觅路(金地嘉苑南)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=3d51dec734b5c73d14948e2d&output=html&source=placeapi_v2","1","","",""
379,"御方茗韵茶庄","于家园路汇都家园(北二门)附近","13661170287","购物;商铺","http://api.map.baidu.com/place/detail?uid=3a59b9ada286d001a11de9f3&output=html&source=placeapi_v2","3","","5",""
380,"锦秋荷韵茶庄","北京市怀柔区于家园办公楼南1号","(010)61639799","购物;商铺","http://api.map.baidu.com/place/detail?uid=3fc3e54118aa1591c8213d1a&output=html&source=placeapi_v2","12","","",""
381,"赵连芝茶庄","近郊中心街40号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=67af372f16d0b03dbbbd63fa&output=html&source=placeapi_v2","1","","",""
382,"惠和春茶庄","金乡嘉园3-1","","购物;商铺","http://api.map.baidu.com/place/detail?uid=591d513ed4f483df5d17c363&output=html&source=placeapi_v2","3","","0",""
383,"北京醉逸园茶庄","乐园西小区18号院1号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=9cb5ab1c7b5256801e1d1125&output=html&source=placeapi_v2","4","","5",""
384,"聚友茗茶庄","王辛镇齐各庄村南腾龙源城底商","(010)89978479","购物;商铺","http://api.map.baidu.com/place/detail?uid=90fc408157e9a7ca0accddfd&output=html&source=placeapi_v2","1","","",""
385,"缘香阁茶庄(平谷总店)","建设西街2号楼1-2底商(7)","","购物","http://api.map.baidu.com/place/detail?uid=ec28c25acf1538b33686f4e9&output=html&source=placeapi_v2","3","","",""
386,"孔家万众香茶庄(平谷分店)","紫贵庄园1-12号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=f29ee52a000d10544e776e11&output=html&source=placeapi_v2","2","","",""
387,"潘顶康茶庄","密云行宫小区17号楼","(010)83344119","购物;商铺","http://api.map.baidu.com/place/detail?uid=f6dff66255ef4e93eb12e455&output=html&source=placeapi_v2","1","","",""
388,"茗云泰茶庄","宾阳西里25号楼1单元102室","(010)86862672","购物;商铺","http://api.map.baidu.com/place/detail?uid=152539ec27060d21bfa82276&output=html&source=placeapi_v2","7","","",""
389,"天心岩茶庄","密云县其他新中街22-5号","","购物","http://api.map.baidu.com/place/detail?uid=610852112d2c8fb8c41b7586&output=html&source=placeapi_v2","3","","",""
390,"镱茗香茶庄","光明街中国电信对面","13911763607","购物;商铺","http://api.map.baidu.com/place/detail?uid=d5944fa85dbdf27585420ebd&output=html&source=placeapi_v2","7","","",""
391,"永峰茶庄","北京近郊檀州家园","13717933767","购物;商铺","http://api.map.baidu.com/place/detail?uid=c848aa9595f9191e9f09f73a&output=html&source=placeapi_v2","4","","",""
392,"李维军茶庄","忠义路29附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=afa003c7f5eadd0145572633&output=html&source=placeapi_v2","1","","",""
393,"逸香园茶庄","杨镇一街村委会门口(近聚贤食府双阳饺子馆)","(010)61440166","购物;商铺","http://api.map.baidu.com/place/detail?uid=da28f1cf30548f6c36b06c0e&output=html&source=placeapi_v2","2","","",""
394,"巨香茶庄","国防路28号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=637df60a0be5d70f41afe694&output=html&source=placeapi_v2","2","","",""
395,"梓艺茶庄","漷县镇绿荫西区2号1号门附近","","美食","http://api.map.baidu.com/place/detail?uid=be68957f8b9d3ffc081cc7ee&output=html&source=placeapi_v2","1","","",""
396,"北京满源香茶庄","北京市怀柔区庙城镇禹河市场西排4号","","购物;商铺","http://api.map.baidu.com/place/detail?uid=339e4d03222d6ba7c61e51ec&output=html&source=placeapi_v2","1","","",""
397,"洺缘香茶庄","昌金路附近","","购物;商铺","http://api.map.baidu.com/place/detail?uid=c862cb51bdc42afa2d4733a7&output=html&source=placeapi_v2","3","","",""
398,"百茗香茶庄","牛小路北50米","","美食","http://api.map.baidu.com/place/detail?uid=3b07168e254422b89e9d6879&output=html&source=placeapi_v2","1","","",""
399,"绿水泉茶庄","裕龙花园四区16","","购物;商铺","http://api.map.baidu.com/place/detail?uid=18f47ef35b088864d13ce3aa&output=html&source=placeapi_v2","5","","",""
400,"芬芳茗茶庄","裕龙二街裕龙花园一区18号楼底商","13910381452","购物;商铺","http://api.map.baidu.com/place/detail?uid=c21db9e537ff16fe00ff2d54&output=html&source=placeapi_v2","4","","5",""
