序号	名称	地址	标签	百度链接	电话	营业时间	总体评分	签到数
339	盛祥烟酒茶行	玉桥	购物;商铺	http://api.map.baidu.com/place/detail?uid=b7021bf8aa057087f5e73bbf&output=html&source=placeapi_v2				
340	小红马烟酒茶	贵园路	购物;商铺	http://api.map.baidu.com/place/detail?uid=257b78b3765b5e03b020a8b0&output=html&source=placeapi_v2				
341	西苑烟酒茶	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=8bbbb58e0c59df11d92f2869&output=html&source=placeapi_v2				
342	烟酒茶超市	车公庄大街北里6-12（京桥国际公馆南20米）	购物;商铺	http://api.map.baidu.com/place/detail?uid=5a1d7b2f37e2f9f001294f22&output=html&source=placeapi_v2				
343	京焕城烟酒茶	畅茜园景宜里1-6号	购物;商铺	http://api.map.baidu.com/place/detail?uid=49d959381ab8a143c61e515d&output=html&source=placeapi_v2			3	
344	恒利发烟酒茶	良乡西路西路南里小区甲4号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=3c2356c5e792c044f82213d2&output=html&source=placeapi_v2				
345	紫玉盛烟酒茶	青采路南50米	购物;商铺	http://api.map.baidu.com/place/detail?uid=da58529c66f7bb9d8f55ec67&output=html&source=placeapi_v2				
346	烟酒茶商贸经营中心	北京市海淀区花园路甲２号同观商业中心1层	购物	http://api.map.baidu.com/place/detail?uid=4c0607340f35699396ca0738&output=html&source=placeapi_v2				
347	北京陈宝妹商店烟酒茶	康居南区综合楼甲15号	购物	http://api.map.baidu.com/place/detail?uid=e33bc6f8925948607069d3c5&output=html&source=placeapi_v2				
348	欣怡永发烟酒茶	城北	购物;商铺	http://api.map.baidu.com/place/detail?uid=c74afc58a2e3845ad0ff2328&output=html&source=placeapi_v2				
349	永玲旺铺烟酒茶	徐尹路与西北环路交叉口东100米	购物;商铺	http://api.map.baidu.com/place/detail?uid=547603d9bfc0b372fda77827&output=html&source=placeapi_v2				
350	海飞烟酒茶超市	徐辛庄路与西北环路交叉口南100米	购物;商铺	http://api.map.baidu.com/place/detail?uid=6a85cb9027829ab8f8dc85bb&output=html&source=placeapi_v2				
351	生平莲发烟酒茶	东四十条143-1	购物;商铺	http://api.map.baidu.com/place/detail?uid=bd5546bf37da99fd2b11d1fe&output=html&source=placeapi_v2				
352	烟酒茶礼品超市	北京市东城区	购物;商铺	http://api.map.baidu.com/place/detail?uid=68bcb265cff80b3cb4147fb4&output=html&source=placeapi_v2			5	
353	精品烟酒茶超市	北京市通州区云景南大街109号	购物;商铺	http://api.map.baidu.com/place/detail?uid=bfd5ade2a5a5a4a22afc48d5&output=html&source=placeapi_v2				
354	烟酒茶便利超市	洋桥西里35	购物;商铺	http://api.map.baidu.com/place/detail?uid=d447bccfbdd3b460102935b3&output=html&source=placeapi_v2				
355	航天烟酒茶商城	阜成路33号院甲1	购物;商铺	http://api.map.baidu.com/place/detail?uid=cfcd09c071a07247c8213dca&output=html&source=placeapi_v2				
356	圣云桥烟酒专卖茶	剧场东街8-8	购物;商铺	http://api.map.baidu.com/place/detail?uid=0ed20a153276659757bfff0a&output=html&source=placeapi_v2				
357	双安红莲茶市场	西城区马连道胡同1号	购物;商铺	http://api.map.baidu.com/place/detail?uid=262173f573ec73927f29bd14&output=html&source=placeapi_v2			5	
358	烟酒茶鲜花婚庆	北京市密云县	公司企业;公司	http://api.map.baidu.com/place/detail?uid=5e1b2d4aef54cd3972455b02&output=html&source=placeapi_v2				
359	齐富晟源烟酒茶	太海路西50米	购物;商铺	http://api.map.baidu.com/place/detail?uid=770f377f6e17e7930482c27b&output=html&source=placeapi_v2				
360	天赐昊蕊烟酒茶	物资学院路6号	购物;商铺	http://api.map.baidu.com/place/detail?uid=1d183adc1079618eb1077dc7&output=html&source=placeapi_v2				
361	凤飞润泽烟酒茶	朝来家园赢秋苑1号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=4fc3161a6dbc52aa3a13fd70&output=html&source=placeapi_v2			5	
362	烟酒茶冷饮食品	北京市西城区	美食;中餐厅	http://api.map.baidu.com/place/detail?uid=165df461c0785e05c92915f2&output=html&source=placeapi_v2				
363	名烟名酒茶超市	丰台区洋桥70-2号	购物;商铺	http://api.map.baidu.com/place/detail?uid=5e8c7f8e3f27d6288936ee17&output=html&source=placeapi_v2				
364	家彭烟酒茶商行	清河三街72号	购物;商铺	http://api.map.baidu.com/place/detail?uid=61f634f6890675056b49f32a&output=html&source=placeapi_v2				
365	烟酒茶礼品销售	北京市西城区	购物;商铺	http://api.map.baidu.com/place/detail?uid=cdcc498a6549d3e50ab93abd&output=html&source=placeapi_v2				
366	楠琪天喜烟酒茶	古城大街31-5号	购物;商铺	http://api.map.baidu.com/place/detail?uid=d1c7411b2c236e6c3617dcfd&output=html&source=placeapi_v2				
367	翠峡峪烟酒专卖茶	葡东南区9号底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=0a15c7ec55b16efced74f80a&output=html&source=placeapi_v2				
368	北京奇海祥龙国营烟酒茶	密云县其他新西路77-9号	购物;商铺	http://api.map.baidu.com/place/detail?uid=b9860936c94517439e95de35&output=html&source=placeapi_v2				
369	烟酒茶百货超市	南雁路318号附近	购物	http://api.map.baidu.com/place/detail?uid=f4d2a781405f0557343a7163&output=html&source=placeapi_v2				
370	鸿福名烟名酒茶	西营前街35	购物;商铺	http://api.map.baidu.com/place/detail?uid=798785baa42f1c489868b46f&output=html&source=placeapi_v2				
371	诚润精品烟酒茶	朝阳北路129号润枫嘉尚3号楼底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=fd13a3f2f2ef9ae3b0077dfa&output=html&source=placeapi_v2			3.3	
372	青蓝碧水烟酒茶	东四十条乙34号	购物;商铺	http://api.map.baidu.com/place/detail?uid=de71d6763dae1f34d5b74edd&output=html&source=placeapi_v2				
373	大益普洱茶(璞_)	丰台区方庄紫芳园四区2号楼璞瑅2-110号	购物;商铺	http://api.map.baidu.com/place/detail?uid=1b291eaa4fb3e4d7ede4a5e4&output=html&source=placeapi_v2			5	
374	精品烟酒茶超市	同济中路甲7附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=e6655e621a5a810d5e0d0287&output=html&source=placeapi_v2				
375	鸿雁烟酒茶超市	北京市丰台区丰体南路1号院-1号楼	购物;商铺	http://api.map.baidu.com/place/detail?uid=dc13398fa43b2508f82d6117&output=html&source=placeapi_v2				
376	腾越辉煌烟酒茶	东打磨厂街18	购物;商铺	http://api.map.baidu.com/place/detail?uid=14038cff0e2e16e1c909f0f7&output=html&source=placeapi_v2				
377	刘德华烟酒茶超市	冰窑口胡同1-23号	购物;商铺	http://api.map.baidu.com/place/detail?uid=8d3ff7ea5a6c2f3033169b09&output=html&source=placeapi_v2				
378	兴泰红名烟名酒茶	永安街133号	购物;商铺	http://api.map.baidu.com/place/detail?uid=cb4fd146cd37533c9d9d68dc&output=html&source=placeapi_v2				
379	好事富贵缘烟酒茶	西关路15-8附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=4920d4d3df0028ebbb17e7ae&output=html&source=placeapi_v2				
380	永彬旺烟酒茶专营	玉桥中路55	购物;商铺	http://api.map.baidu.com/place/detail?uid=b7c633f9ede146192efaa7b6&output=html&source=placeapi_v2				
381	小陈烟酒茶	北京市丰台区	购物;商铺	http://api.map.baidu.com/place/detail?uid=97acd7e89b2e180331870a23&output=html&source=placeapi_v2				
382	洋河蓝色经典手机烟酒茶	北京市丰台区方庄南路	购物;商铺	http://api.map.baidu.com/place/detail?uid=6a1b3309ab9f599c3010afb3&output=html&source=placeapi_v2				
383	老尖庄烟酒茶超市	北京市海淀区毛纺路	购物;商铺	http://api.map.baidu.com/place/detail?uid=76df56e05a563795246e98f0&output=html&source=placeapi_v2				
384	不羡烟酒茶连锁店	富强路黄村中里1号楼一层底商	购物;商铺	http://api.map.baidu.com/place/detail?uid=f968433007dc66fb2202201b&output=html&source=placeapi_v2				
385	振兴泰和安烟酒茶	水关新村甲22号	购物;商铺	http://api.map.baidu.com/place/detail?uid=03b8263c681a950a41d63e28&output=html&source=placeapi_v2				
386	金龙烟酒茶	北京市通州区杨庄路70金旅大厦1层	购物;商铺	http://api.map.baidu.com/place/detail?uid=01ba4e23b2d4562e96ca073e&output=html&source=placeapi_v2				
387	呼家楼宾馆烟酒茶	向军南里二巷5-2	购物;商铺	http://api.map.baidu.com/place/detail?uid=ced76be19b30a2143517dcbf&output=html&source=placeapi_v2			0	
388	天地源烟酒茶超市	怡乐园一区23	购物;商铺	http://api.map.baidu.com/place/detail?uid=e2845da269f003eae81e9794&output=html&source=placeapi_v2				
389	和谐便利店烟酒茶	北京市海淀区	购物;商铺	http://api.map.baidu.com/place/detail?uid=f164174369267f1114948e3f&output=html&source=placeapi_v2				
390	鑫源烟酒茶	优龙路洋房小镇附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=c807f6fcbd91337a2cb17e3f&output=html&source=placeapi_v2				
391	北京福兆源商贸中心烟酒茶	鼓楼东街33号楼附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=eff8a1e857c02e9440afe6b2&output=html&source=placeapi_v2				
392	洋河蓝色经典烟酒茶	香山路厢红旗玉泉综合市场	购物;商铺	http://api.map.baidu.com/place/detail?uid=d2cca3f7ee3d67fcf82d619f&output=html&source=placeapi_v2				
393	佳木春手工茶	北京市西城区	购物;商铺	http://api.map.baidu.com/place/detail?uid=2b8ca44a54459a9d276e9850&output=html&source=placeapi_v2				
394	洋河蓝色经典烟酒茶	北京市大兴区富强西路132号	购物;商铺	http://api.map.baidu.com/place/detail?uid=738602e8c6b6fdb2077ce8ad&output=html&source=placeapi_v2			0	
395	大益普洱茶(望京店)	广顺北大街17号六佰本商业中心北区一层B18号	购物;商铺	http://api.map.baidu.com/place/detail?uid=7d5f3a0a808700522db908bd&output=html&source=placeapi_v2				
396	宏福中天精品烟酒茶	北京市通州区康定街18号院-11	购物;商铺	http://api.map.baidu.com/place/detail?uid=a9540a26ade7fc0c0a5cb305&output=html&source=placeapi_v2				
397	东方之都平价烟酒茶	北京市海淀区复兴路甲23号临009	购物;商铺	http://api.map.baidu.com/place/detail?uid=6ee01020b8339bef53e5c5a4&output=html&source=placeapi_v2			4	
398	铭笑宇江烟酒茶销售	北京市石景山区鲁谷路110号4附近	购物;商铺	http://api.map.baidu.com/place/detail?uid=aa596cb64cc1e07843ab9ad9&output=html&source=placeapi_v2				
399	日月广进中国烟酒茶	石龙北路36号	购物;商铺	http://api.map.baidu.com/place/detail?uid=eacb913a7d81c12fb05c6a9d&output=html&source=placeapi_v2				
400	洋河蓝色经典烟酒茶	北京市大兴区富强路	购物;商铺	http://api.map.baidu.com/place/detail?uid=ba7422a4fe7a4b473310af3d&output=html&source=placeapi_v2				
